ind,loanAmount,intRate,installment,grade,annualInc,totCurBal,totalRevHiLim,totHiCredLim,totalBalExMort,totalBcLimit,totalIlHighCreditLimit,Dietz,blade
1168," 23,675.00 ", 0.19 ,870.47,D," 60,000.00 "," 33,740.00 ",40000.00,40000,33740,33200,0,-0.16,w
1169," 12,000.00 ", 0.09 ,381.04,A," 41,000.00 "," 35,884.00 ",49600.00,77678,35884,49600,28078,0.08,e
1170," 18,000.00 ", 0.09 ,571.56,A," 88,864.00 "," 273,854.00 ",30400.00,313966,16551,22200,0,0.08,r
1171," 16,000.00 ", 0.14 ,372.13,C," 130,000.00 "," 322,916.00 ",176400.00,423745,125359,46100,0,0.18,w
1172," 20,000.00 ", 0.12 ,664.2,B," 62,000.00 "," 280,749.00 ",28300.00,304050,17918,12800,8000,0.11,e
1173," 10,000.00 ", 0.14 ,344.07,C," 56,000.00 "," 38,377.00 ",24800.00,48824,38377,13900,24024,0.05,r
1174," 5,000.00 ", 0.12 ,166.05,B," 77,000.00 "," 50,999.00 ",9100.00,65580,50999,3100,56480,0.12,w
1175," 15,000.00 ", 0.11 ,491.01,B," 95,000.00 "," 137,644.00 ",34000.00,140322,137644,27500,106322,0.08,e
1176," 28,000.00 ", 0.16 ,979.02,C," 110,000.00 "," 106,250.00 ",60000.00,147202,65057,34100,32202,-0.52,r
1177," 35,000.00 ", 0.16 ,843.9,C," 80,000.00 "," 171,767.00 ",77800.00,265515,34743,48400,21984,-0.36,w
1178," 3,000.00 ", 0.11 ,98.21,B," 42,000.00 "," 44,933.00 ",2300.00,66042,44933,1300,63742,-0.27,e
1179," 16,000.00 ", 0.09 ,508.06,A," 75,000.00 "," 37,338.00 ",51700.00,77737,37338,42800,20135,0.07,r
1180," 10,000.00 ", 0.14 ,339.5,B," 36,000.00 "," 22,513.00 ",11000.00,29934,22513,3500,18934,0.13,w
1181," 20,000.00 ", 0.08 ,625.81,A," 62,000.00 "," 190,408.00 ",31600.00,248203,50773,25400,53405,0.07,e
1182," 6,800.00 ", 0.08 ,212.78,A," 34,000.00 "," 92,413.00 ",30200.00,127269,19176,13500,20069,0.07,r
1183," 2,500.00 ", 0.24 ,97.69,F," 45,000.00 "," 27,032.00 ",9900.00,31887,27032,8100,21987,0.23,w
1184," 24,000.00 ", 0.09 ,762.08,A," 100,000.00 "," 36,566.00 ",18100.00,69037,36566,15500,50937,0.08,e
1185," 32,225.00 ", 0.22 ,897.37,E," 74,000.00 "," 99,056.00 ",39900.00,142885,75102,15900,51348,0.13,r
1186," 35,000.00 ", 0.17 ,869.66,D," 150,000.00 "," 345,390.00 ",43600.00,387383,154248,37600,135189,0.17,w
1187," 12,000.00 ", 0.13 ,272.12,B," 50,000.00 "," 34,769.00 ",34300.00,69920,34769,9400,35620,0.18,e
1188," 10,000.00 ", 0.14 ,339.5,B," 110,000.00 "," 177,710.00 ",9500.00,187988,35125,7100,32301,0.13,r
1189," 18,000.00 ", 0.22 ,501.25,E," 47,500.00 "," 152,012.00 ",17800.00,165602,18241,10400,11128,0.33,w
1190," 5,000.00 ", 0.08 ,156.46,A," 60,000.00 "," 12,260.00 ",8900.00,19900,12260,5400,11000,0.00,e
1191," 15,000.00 ", 0.13 ,504.33,B," 72,000.00 "," 15,924.00 ",15300.00,24238,15924,10600,8938,0.10,r
1192," 19,725.00 ", 0.14 ,673.97,C," 75,000.00 "," 305,037.00 ",18100.00,331157,51416,1500,54807,0.10,w
1193," 14,000.00 ", 0.11 ,458.28,B," 92,000.00 "," 22,710.00 ",17600.00,63517,22710,12800,45917,0.10,e
1194," 14,000.00 ", 0.12 ,464.94,B," 195,000.00 "," 610,908.00 ",228000.00,649263,245999,26500,21263,0.09,r
1195," 16,000.00 ", 0.17 ,397.56,D," 68,000.00 "," 237,920.00 ",13100.00,258671,66800,5500,65887,-0.37,w
1196," 6,000.00 ", 0.12 ,199.26,B," 56,000.00 "," 91,892.00 ",22500.00,123815,42943,7000,45002,0.11,e
1197," 5,000.00 ", 0.10 ,160.57,B," 33,000.00 "," 32,088.00 ",15600.00,46124,32088,12800,30524,-0.03,r
1198," 4,800.00 ", 0.11 ,157.13,B," 83,000.00 "," 306,447.00 ",34400.00,358534,56876,33900,48634,0.10,w
1199," 26,375.00 ", 0.14 ,901.18,C," 60,000.00 "," 106,087.00 ",24200.00,126489,39307,1800,25289,0.11,e
1200," 24,000.00 ", 0.15 ,570.71,C," 100,000.00 "," 173,654.00 ",54400.00,234125,45916,16400,46443,0.14,r
1201," 1,000.00 ", 0.14 ,34.41,C," 74,295.00 "," 29,232.00 ",25900.00,35400,29232,22000,9500,0.00,w
1202," 14,000.00 ", 0.14 ,478.36,C," 105,000.00 "," 275,535.00 ",28300.00,289154,136941,22000,120543,-0.55,e
1203," 2,400.00 ", 0.15 ,83.18,C," 65,000.00 "," 121,326.00 ",20500.00,154124,15536,12300,21624,-0.23,r
1204," 24,250.00 ", 0.10 ,778.73,B," 54,000.00 "," 13,929.00 ",97400.00,104079,13929,77000,6679,0.04,w
1205," 8,000.00 ", 0.14 ,271.6,B," 60,000.00 "," 35,347.00 ",15100.00,47008,35347,12800,31908,0.09,e
1206," 24,000.00 ", 0.08 ,750.97,A," 70,796.00 "," 245,304.00 ",16000.00,279657,44189,13200,48114,0.04,r
1207," 21,000.00 ", 0.17 ,748.61,D," 120,000.00 "," 270,318.00 ",43900.00,330569,39213,27000,31969,0.10,w
1208," 28,000.00 ", 0.14 ,644.71,B," 88,000.00 "," 289,154.00 ",60100.00,340460,132808,47100,109420,-0.05,e
1209," 11,300.00 ", 0.14 ,383.64,B," 46,228.00 "," 164,796.00 ",43400.00,184276,58039,28400,31676,0.13,r
1210," 15,000.00 ", 0.16 ,361.67,C," 75,000.00 "," 189,045.00 ",51700.00,238760,40656,33600,19993,0.21,w
1211," 15,000.00 ", 0.13 ,340.15,B," 85,000.00 "," 144,307.00 ",51400.00,196387,56211,42900,53437,0.19,e
1212," 15,000.00 ", 0.17 ,534.72,D," 65,000.00 "," 89,576.00 ",43000.00,135800,31060,28800,0,0.11,r
1213," 16,000.00 ", 0.11 ,523.75,B," 120,560.00 "," 344,287.00 ",46200.00,412153,59867,22600,69771,0.10,w
1214," 19,375.00 ", 0.22 ,539.54,E," 110,768.00 "," 66,241.00 ",1800.00,78854,66241,1000,77054,-0.29,e
1215," 25,000.00 ", 0.16 ,874.12,C," 125,000.00 "," 356,296.00 ",12200.00,378051,35555,7000,36059,0.13,r
1216," 20,000.00 ", 0.08 ,623.23,A," 65,000.00 "," 274,481.00 ",75500.00,326307,55306,75500,29883,0.03,w
1217," 27,050.00 ", 0.15 ,643.24,C," 56,810.00 "," 153,204.00 ",45800.00,194556,75192,34500,54356,0.09,e
1218," 10,000.00 ", 0.08 ,312.91,A," 111,000.00 "," 270,739.00 ",25100.00,296915,37280,2500,32558,0.08,r
1219," 35,000.00 ", 0.21 ,937.06,E," 125,000.00 "," 335,398.00 ",26800.00,379126,63677,22800,64983,0.31,w
1220," 25,000.00 ", 0.12 ,830.24,B," 68,000.00 "," 226,466.00 ",29600.00,244299,92176,22300,77727,0.00,e
1221," 7,200.00 ", 0.09 ,228.63,A," 36,275.20 "," 113,413.00 ",27600.00,141230,31307,22500,27376,0.04,r
1222," 18,400.00 ", 0.14 ,427.95,C," 234,000.00 "," 336,116.00 ",30100.00,384750,105004,11100,117241,0.10,w
1223," 6,000.00 ", 0.15 ,207.94,C," 53,000.00 "," 211,694.00 ",17650.00,218627,22972,12100,12000,0.14,e
1224," 35,000.00 ", 0.16 ,843.9,C," 87,500.00 "," 42,277.00 ",70300.00,114015,42277,7100,43715,-0.58,r
1225," 19,125.00 ", 0.17 ,681.77,D," 50,000.00 "," 10,753.00 ",23200.00,34669,10753,22900,11469,0.16,w
1226," 4,000.00 ", 0.15 ,138.63,C," 53,000.00 "," 31,519.00 ",8700.00,38060,31519,5700,29360,0.06,e
1227," 21,000.00 ", 0.11 ,687.42,B," 103,000.00 "," 54,513.00 ",21400.00,74632,54513,20200,53232,0.07,r
1228," 10,000.00 ", 0.12 ,332.1,B," 54,000.00 "," 229,105.00 ",15200.00,247870,50909,6200,52100,0.11,w
1229," 16,000.00 ", 0.14 ,543.2,B," 50,000.00 "," 45,884.00 ",27300.00,64062,45884,14000,36762,-0.28,e
1230," 12,000.00 ", 0.10 ,385.35,B," 130,000.00 "," 67,441.00 ",32300.00,99772,67441,28800,65883,0.08,r
1231," 21,000.00 ", 0.12 ,467.03,B," 100,000.00 "," 268,947.00 ",92400.00,390862,84257,85600,103093,0.18,w
1232," 10,200.00 ", 0.18 ,260.41,D," 70,000.00 "," 9,321.00 ",13900.00,13900,9321,5500,0,0.03,e
1233," 10,000.00 ", 0.14 ,344.07,C," 127,000.00 "," 198,769.00 ",33800.00,225504,55319,8100,45759,0.13,r
1234," 12,500.00 ", 0.13 ,420.28,B," 42,000.00 "," 63,035.00 ",21600.00,82567,14055,14700,7467,0.08,w
1235," 6,000.00 ", 0.14 ,205.01,C," 53,000.00 "," 46,569.00 ",15400.00,69137,46569,4800,53737,0.13,e
1236," 19,000.00 ", 0.12 ,630.99,B," 435,000.00 "," 90,814.00 ",14200.00,106605,90814,14200,92405,0.10,r
1237," 6,000.00 ", 0.17 ,213.89,D," 35,467.00 "," 22,906.00 ",22300.00,41068,22906,13200,18768,0.17,w
1238," 14,000.00 ", 0.10 ,449.58,B," 70,000.00 "," 77,768.00 ",21300.00,84631,77768,15300,63331,0.09,e
1239," 4,000.00 ", 0.14 ,135.8,B," 60,000.00 "," 35,207.00 ",8600.00,49657,35207,3300,41057,0.04,r
1240," 5,125.00 ", 0.16 ,179.2,C," 26,000.00 "," 111,804.00 ",5600.00,123179,22335,3000,23601,-0.30,w
1241," 32,000.00 ", 0.16 ,1128.83,C," 87,000.00 "," 55,989.00 ",78200.00,78200,55989,29800,0,0.16,e
1242," 21,000.00 ", 0.09 ,666.82,A," 97,000.00 "," 131,864.00 ",30600.00,176049,29435,27500,14249,0.05,r
1243," 17,625.00 ", 0.15 ,419.12,C," 45,000.00 "," 130,757.00 ",23000.00,172563,36045,20500,33063,0.23,w
1244," 24,000.00 ", 0.16 ,839.16,C," 90,000.00 "," 28,722.00 ",38900.00,38900,28722,22900,0,0.01,e
1245," 20,325.00 ", 0.08 ,635.98,A," 65,000.00 "," 199,105.00 ",42800.00,244902,20059,26300,11079,0.07,r
1246," 10,000.00 ", 0.10 ,321.13,B," 50,000.00 "," 205,442.00 ",27800.00,225820,13960,15900,2625,0.08,w
1247," 24,000.00 ", 0.12 ,797.03,B," 124,500.00 "," 38,326.00 ",42500.00,51500,38326,42200,9000,0.06,e
1248," 25,975.00 ", 0.16 ,626.3,C," 155,000.00 "," 572,324.00 ",34600.00,615947,82570,26700,85050,0.23,r
1249," 5,600.00 ", 0.14 ,192.68,C," 55,000.00 "," 8,521.00 ",38100.00,38100,8521,32000,0,0.04,w
1250," 35,000.00 ", 0.17 ,1247.68,D," 125,000.00 "," 39,813.00 ",60300.00,143551,39813,57900,83251,0.09,e
1251," 9,600.00 ", 0.14 ,328.02,C," 60,000.00 "," 77,732.00 ",15200.00,80874,77732,12600,65674,0.10,r
1252," 26,400.00 ", 0.16 ,645.37,C," 101,000.00 "," 370,108.00 ",36000.00,385711,87197,35000,65511,0.12,w
1253," 18,000.00 ", 0.13 ,605.2,B," 75,000.00 "," 40,408.00 ",13500.00,61500,13533,1000,18000,0.06,e
1254," 7,750.00 ", 0.15 ,268.59,C," 45,000.00 "," 148,413.00 ",5300.00,168617,38423,3800,38317,0.14,r
1255," 11,050.00 ", 0.09 ,350.88,A," 65,000.00 "," 55,470.00 ",19700.00,71637,55470,11000,51937,0.07,w
1256," 6,000.00 ", 0.12 ,199.26,B," 24,854.76 "," 6,063.00 ",11100.00,11100,6063,8200,0,0.06,e
1257," 7,000.00 ", 0.08 ,219.04,A," 225,000.00 "," 57,089.00 ",21800.00,88017,57089,10400,66217,0.04,r
1258," 5,000.00 ", 0.14 ,169.75,B," 52,000.00 "," 5,107.00 ",9000.00,9000,5107,3900,0,0.05,w
1259," 25,000.00 ", 0.18 ,638.25,D," 68,000.00 "," 165,002.00 ",124600.00,301000,45043,115000,40978,0.22,e
1260," 20,000.00 ", 0.21 ,535.46,E," 52,000.00 "," 183,343.00 ",13400.00,221490,20517,13400,41690,0.28,r
1261," 13,700.00 ", 0.18 ,492.34,D," 80,000.00 "," 299,125.00 ",5800.00,303304,4576,5500,0,0.11,w
1262," 10,000.00 ", 0.18 ,359.38,D," 180,000.00 "," 659,939.00 ",22900.00,744771,121545,12300,129397,0.15,e
1263," 5,000.00 ", 0.09 ,158.77,A," 52,000.00 "," 40,253.00 ",38300.00,206800,35252,30300,25000,0.08,r
1264," 10,000.00 ", 0.16 ,349.65,C," 38,000.00 "," 24,644.00 ",6600.00,45260,24644,5100,36858,0.15,w
1265," 1,000.00 ", 0.23 ,38.66,E," 38,000.00 "," 129,853.00 ",13600.00,145520,27578,0,22520,0.01,e
1266," 12,000.00 ", 0.10 ,385.35,B," 48,000.00 "," 233,602.00 ",23100.00,250651,24018,10300,13500,0.09,r
1267," 10,000.00 ", 0.16 ,241.12,C," 65,000.00 "," 161,352.00 ",49700.00,228318,36925,24500,43623,0.15,w
1268," 12,000.00 ", 0.11 ,392.81,B," 28,000.00 "," 27,354.00 ",15000.00,35805,27354,12800,20805,0.11,e
1269," 12,000.00 ", 0.16 ,419.58,C," 50,000.00 "," 82,594.00 ",11000.00,102000,14046,2200,0,0.11,r
1270," 24,000.00 ", 0.08 ,750.97,A," 125,000.00 "," 89,961.00 ",39600.00,97638,89961,39600,58038,0.07,w
1271," 6,000.00 ", 0.11 ,196.41,B," 44,000.00 "," 107,528.00 ",14500.00,124410,25300,1000,21399,0.10,e
1272," 20,000.00 ", 0.18 ,503.21,D," 79,000.00 "," 231,614.00 ",25700.00,268108,75535,5200,71408,-0.33,r
1273," 6,000.00 ", 0.10 ,192.68,B," 42,300.00 "," 111,459.00 ",14500.00,126063,51096,5000,49319,0.09,w
1274," 6,400.00 ", 0.08 ,200.26,A," 60,000.00 "," 48,147.00 ",51900.00,115988,48147,45400,64088,0.07,e
1275," 18,000.00 ", 0.12 ,400.31,B," 83,106.00 "," 170,344.00 ",38200.00,220533,69966,27700,74326,0.12,r
1276," 16,750.00 ", 0.13 ,563.17,B," 38,480.00 "," 6,846.00 ",11500.00,11500,6846,8000,0,0.12,w
1277," 9,450.00 ", 0.14 ,322.89,C," 23,000.00 "," 7,866.00 ",15400.00,15400,7866,11200,0,0.13,e
1278," 7,550.00 ", 0.21 ,282.52,E," 21,600.00 "," 16,090.00 ",26700.00,32231,16090,19000,5531,0.20,r
1279," 20,000.00 ", 0.09 ,635.07,A," 53,754.00 "," 138,701.00 ",36500.00,162126,28554,36500,13770,0.08,w
1280," 8,000.00 ", 0.14 ,271.6,B," 38,000.00 "," 48,384.00 ",15400.00,61849,48384,9400,46449,0.07,e
1281," 30,000.00 ", 0.12 ,996.29,B," 190,000.00 "," 403,978.00 ",77900.00,511791,157129,54000,157891,0.11,r
1282," 5,725.00 ", 0.14 ,196.98,C," 40,000.00 "," 65,422.00 ",30200.00,93075,21682,11400,16412,0.03,w
1283," 10,000.00 ", 0.08 ,312.91,A," 33,000.00 "," 73,179.00 ",29200.00,89519,73179,14500,60319,0.03,e
1284," 16,900.00 ", 0.08 ,528.81,A," 78,432.00 "," 248,561.00 ",26100.00,266899,60884,11700,51299,0.06,r
1285," 6,000.00 ", 0.16 ,209.79,C," 64,000.00 "," 15,485.00 ",13100.00,21942,15485,12100,6653,-0.22,w
1286," 15,000.00 ", 0.14 ,516.1,C," 95,000.00 "," 266,387.00 ",17200.00,296474,60640,17200,69854,0.09,e
1287," 20,000.00 ", 0.08 ,623.23,A," 184,000.00 "," 408,677.00 ",46000.00,466100,75112,31900,65200,0.03,r
1288," 15,000.00 ", 0.08 ,467.43,A," 70,000.00 "," 100,756.00 ",37000.00,146711,48872,22600,48404,0.06,w
1289," 13,225.00 ", 0.20 ,491.29,D," 45,000.00 "," 28,510.00 ",26200.00,43717,28510,13700,17517,-0.56,e
1290," 10,000.00 ", 0.08 ,312.91,A," 56,500.00 "," 51,486.00 ",23300.00,83272,18305,8700,11012,0.07,r
1291," 8,000.00 ", 0.13 ,268.98,B," 35,000.00 "," 111,899.00 ",40200.00,138985,35672,23600,20979,0.12,w
1292," 6,500.00 ", 0.12 ,215.87,B," 25,000.00 "," 11,792.00 ",13400.00,13400,11792,7500,0,0.11,e
1293," 10,000.00 ", 0.08 ,312.91,A," 48,000.00 "," 17,419.00 ",17100.00,34225,17419,12300,17125,-0.67,r
1294," 12,000.00 ", 0.13 ,403.47,B," 56,000.00 "," 41,507.00 ",22900.00,65953,41507,11900,43053,-0.37,w
1295," 12,000.00 ", 0.10 ,385.35,B," 80,000.00 "," 204,822.00 ",47300.00,243300,34862,38100,0,0.07,e
1296," 12,000.00 ", 0.14 ,276.31,B," 31,000.00 "," 27,004.00 ",29000.00,49676,27004,19500,20676,0.11,r
1297," 8,250.00 ", 0.14 ,280.09,B," 31,044.00 "," 49,020.00 ",14100.00,61600,6514,10100,0,-0.23,w
1298," 3,950.00 ", 0.15 ,136.89,C," 40,000.00 "," 12,752.00 ",7500.00,19948,12752,1200,12448,-0.22,e
1299," 11,500.00 ", 0.15 ,398.54,C," 95,000.00 "," 17,559.00 ",11300.00,27921,17559,7700,16621,0.14,r
1300," 31,400.00 ", 0.14 ,1066.03,B," 104,000.00 "," 57,027.00 ",54000.00,101257,57027,24400,47257,0.13,w
1301," 8,700.00 ", 0.19 ,319.88,D," 75,000.00 "," 32,860.00 ",9600.00,39650,32860,9600,30050,0.03,e
1302," 15,000.00 ", 0.07 ,460.56,A," 111,000.00 "," 356,090.00 ",12200.00,389173,65977,12200,76973,0.02,r
1303," 18,000.00 ", 0.11 ,589.22,B," 70,000.00 "," 303,674.00 ",45800.00,371264,32093,24100,18864,0.10,w
1304," 10,000.00 ", 0.14 ,339.5,B," 60,000.00 "," 52,032.00 ",17050.00,87517,52032,8700,70467,0.10,e
1305," 20,000.00 ", 0.12 ,664.2,B," 78,000.00 "," 235,003.00 ",22800.00,257658,65000,22800,54858,0.12,r
1306," 16,000.00 ", 0.12 ,531.36,B," 85,000.00 "," 20,897.00 ",30200.00,38279,20897,15100,8079,-0.34,w
1307," 20,000.00 ", 0.14 ,679,B," 72,000.00 "," 213,812.00 ",11700.00,226155,12975,9400,12855,0.05,e
1308," 22,000.00 ", 0.09 ,698.58,A," 100,000.00 "," 37,433.00 ",31225.00,69225,37433,22500,38000,0.08,r
1309," 3,600.00 ", 0.14 ,123.87,C," 18,768.00 "," 11,164.00 ",10900.00,20250,11164,8000,9350,0.04,w
1310," 25,000.00 ", 0.16 ,611.15,C," 108,000.00 "," 255,555.00 ",82400.00,345582,80513,40400,72310,0.04,e
1311," 16,425.00 ", 0.26 ,490.13,G," 57,500.00 "," 103,083.00 ",9000.00,118693,35143,8500,23160,0.03,r
1312," 35,000.00 ", 0.12 ,1162.34,B," 84,000.00 "," 278,429.00 ",46600.00,321925,26211,46200,1440,0.11,w
1313," 9,250.00 ", 0.18 ,332.42,D," 47,000.00 "," 118,610.00 ",9000.00,131986,31965,3200,31111,0.17,e
1314," 15,200.00 ", 0.08 ,473.66,A," 95,000.00 "," 54,353.00 ",39800.00,107673,54353,26200,63250,0.07,r
1315," 10,200.00 ", 0.16 ,359.82,C," 40,000.00 "," 108,788.00 ",42000.00,136279,20334,25100,1000,0.16,w
1316," 14,625.00 ", 0.18 ,530.57,D," 72,000.00 "," 18,805.00 ",12400.00,38466,18805,11500,11649,0.00,e
1317," 5,000.00 ", 0.12 ,166.05,B," 85,000.00 "," 329,913.00 ",20800.00,363969,83697,13800,78527,0.11,r
1318," 30,000.00 ", 0.13 ,1008.66,B," 88,000.00 "," 306,699.00 ",41000.00,326450,30015,41000,0,0.10,w
1319," 12,000.00 ", 0.11 ,392.81,B," 54,000.00 "," 124,403.00 ",11100.00,137791,10658,11100,7069,0.07,e
1320," 12,000.00 ", 0.16 ,289.34,C," 70,000.00 "," 157,584.00 ",13600.00,184483,16213,11900,21637,0.24,r
1321," 12,000.00 ", 0.12 ,398.52,B," 30,000.00 "," 51,592.00 ",20300.00,60975,51592,14600,40675,0.11,w
1322," 4,800.00 ", 0.15 ,166.35,C," 66,350.00 "," 285,255.00 ",6050.00,310359,32781,4550,39200,0.06,e
1323," 12,000.00 ", 0.13 ,403.47,B," 52,000.00 "," 270,617.00 ",22700.00,335209,53127,8900,62509,0.10,r
1324," 9,175.00 ", 0.18 ,329.73,D," 48,000.00 "," 203,823.00 ",22200.00,267572,27829,17600,32611,0.14,w
1325," 6,000.00 ", 0.12 ,199.26,B," 35,000.00 "," 20,961.00 ",15700.00,55103,20961,4300,39403,0.11,e
1326," 18,500.00 ", 0.14 ,628.08,B," 64,000.00 "," 40,922.00 ",18700.00,64005,40922,15200,45305,0.13,r
1327," 14,400.00 ", 0.06 ,438.28,A," 70,000.00 "," 24,860.00 ",50100.00,65225,24860,43300,15125,0.05,w
1328," 6,400.00 ", 0.08 ,199.44,A," 110,000.00 "," 529,721.00 ",18400.00,547536,128626,17900,119136,0.02,e
1329," 22,000.00 ", 0.16 ,530.45,C," 50,336.00 "," 41,083.00 ",24700.00,51609,41083,20300,26909,0.14,r
1330," 23,750.00 ", 0.08 ,740.09,A," 95,000.00 "," 267,027.00 ",47200.00,317018,85369,32900,82638,0.04,w
1331," 12,000.00 ", 0.15 ,285.36,C," 71,000.00 "," 19,976.00 ",10500.00,26223,19976,9500,15723,-0.36,e
1332," 30,000.00 ", 0.08 ,934.85,A," 150,000.00 "," 455,170.00 ",57300.00,505885,175662,46800,120639,0.06,r
1333," 15,000.00 ", 0.16 ,529.14,C," 50,000.00 "," 132,143.00 ",21500.00,144892,52568,8500,40492,0.16,w
1334," 8,000.00 ", 0.12 ,265.68,B," 45,000.00 "," 24,326.00 ",8100.00,28293,24326,7100,20193,0.10,e
1335," 15,000.00 ", 0.09 ,476.3,A," 70,000.00 "," 365,494.00 ",28300.00,393807,65951,2800,62597,0.08,r
1336," 19,200.00 ", 0.09 ,609.67,A," 140,000.00 "," 23,820.00 ",50200.00,80895,23820,27400,30695,0.08,w
1337," 9,000.00 ", 0.08 ,280.46,A," 60,000.00 "," 121,805.00 ",39800.00,149545,29011,9000,13978,0.03,e
1338," 10,000.00 ", 0.06 ,304.36,A," 87,192.00 "," 5,829.00 ",50100.00,59463,5829,50100,9363,0.01,r
1339," 12,000.00 ", 0.23 ,467.03,E," 87,000.00 "," 43,400.00 ",26300.00,59925,43400,6300,33625,0.03,w
1340," 12,000.00 ", 0.17 ,298.17,D," 41,000.00 "," 5,326.00 ",7800.00,11400,5326,4300,3600,0.23,e
1341," 35,000.00 ", 0.11 ,1145.69,B," 200,000.00 "," 901,053.00 ",97400.00,994531,60684,74400,26864,0.10,r
1342," 16,000.00 ", 0.11 ,523.75,B," 65,000.00 "," 28,781.00 ",18300.00,46612,28781,18300,28312,0.08,w
1343," 4,250.00 ", 0.16 ,148.61,C," 42,000.00 "," 5,943.00 ",6900.00,7437,5943,6900,0,0.15,e
1344," 6,000.00 ", 0.13 ,201.74,B," 80,000.00 "," 20,395.00 ",13000.00,34045,20395,7100,21045,0.07,r
1345," 19,300.00 ", 0.14 ,664.05,C," 55,000.00 "," 39,840.00 ",42500.00,51750,39840,35300,9250,0.10,w
1346," 13,000.00 ", 0.17 ,463.43,D," 45,000.00 "," 19,805.00 ",5800.00,22844,19805,5800,17044,0.17,e
1347," 5,375.00 ", 0.18 ,193.17,D," 18,901.00 "," 9,277.00 ",9850.00,11687,9277,8250,1837,0.17,r
1348," 7,500.00 ", 0.13 ,252.17,B," 75,000.00 "," 12,283.00 ",6000.00,16579,12283,5000,5650,0.07,w
1349," 17,000.00 ", 0.09 ,539.81,A," 122,000.00 "," 45,227.00 ",34700.00,80304,45227,21000,19825,0.08,e
1350," 18,000.00 ", 0.08 ,563.23,A," 47,923.00 "," 128,098.00 ",23500.00,153918,41554,10700,41643,0.05,r
1351," 13,750.00 ", 0.22 ,382.9,E," 47,251.00 "," 42,045.00 ",13700.00,76600,28892,4600,31780,-0.61,w
1352," 9,325.00 ", 0.10 ,299.45,B," 78,000.00 "," 22,501.00 ",30700.00,48708,22501,17700,18008,0.09,e
1353," 21,000.00 ", 0.21 ,562.24,E," 100,000.00 "," 185,487.00 ",13500.00,230826,30759,4900,39734,0.13,r
1354," 10,000.00 ", 0.11 ,327.34,B," 127,000.00 "," 275,400.00 ",21900.00,366774,30299,13900,27024,0.09,w
1355," 16,800.00 ", 0.09 ,533.46,A," 166,000.00 "," 551,152.00 ",68300.00,608311,16754,53700,0,-0.60,e
1356," 7,200.00 ", 0.19 ,264.73,D," 35,000.00 "," 116,361.00 ",13600.00,130017,53077,6100,40417,0.19,r
1357," 30,000.00 ", 0.14 ,705.38,C," 102,000.00 "," 209,036.00 ",34400.00,247644,39927,21100,42953,0.18,w
1358," 16,800.00 ", 0.09 ,533.46,A," 40,000.00 "," 35,217.00 ",55000.00,80073,35217,49100,25073,0.07,e
1359," 10,000.00 ", 0.12 ,332.1,B," 71,256.00 "," 62,856.00 ",6100.00,118410,19868,3100,21280,0.11,r
1360," 14,825.00 ", 0.21 ,554.74,E," 65,000.00 "," 258,323.00 ",16000.00,295327,49393,4700,49075,0.05,w
1361," 7,800.00 ", 0.09 ,247.68,A," 57,000.00 "," 178,715.00 ",34000.00,213535,36831,33400,29675,0.08,e
1362," 5,000.00 ", 0.13 ,168.11,B," 20,000.00 "," 3,751.00 ",8500.00,8500,3751,1500,0,0.11,r
1363," 13,225.00 ", 0.24 ,381.08,F," 58,000.00 "," 177,831.00 ",21600.00,202959,64496,12700,62292,0.37,w
1364," 6,000.00 ", 0.16 ,211.66,C," 57,000.00 "," 29,538.00 ",5800.00,35345,29538,4000,29545,0.16,e
1365," 15,000.00 ", 0.10 ,481.69,B," 68,000.00 "," 160,587.00 ",28900.00,186618,31582,19700,21718,0.09,r
1366," 5,000.00 ", 0.14 ,170.84,C," 85,000.00 "," 58,806.00 ",27300.00,86663,58806,16300,59363,-0.44,w
1367," 18,000.00 ", 0.16 ,629.37,C," 125,000.00 "," 67,956.00 ",6300.00,89927,67956,1600,83627,0.04,e
1368," 14,000.00 ", 0.18 ,352.25,D," 40,000.00 "," 144,980.00 ",10200.00,161279,45121,5300,43579,-0.36,r
1369," 15,000.00 ", 0.11 ,491.01,B," 65,000.00 "," 73,067.00 ",15600.00,111059,39180,11200,43034,0.10,w
1370," 13,000.00 ", 0.14 ,444.19,C," 87,500.00 "," 14,363.00 ",11200.00,52550,14363,9200,36293,0.05,e
1371," 2,000.00 ", 0.18 ,71.88,D," 80,000.00 "," 47,589.00 ",15000.00,60232,47589,10300,45232,-0.53,r
1372," 5,000.00 ", 0.14 ,169.75,B," 80,000.00 "," 258,715.00 ",26600.00,310240,41386,11200,58740,0.07,w
1373," 1,600.00 ", 0.08 ,50.07,A," 57,000.00 "," 182,148.00 ",18400.00,243682,53297,10200,89568,0.07,e
1374," 21,000.00 ", 0.08 ,654.39,A," 164,000.00 "," 95,775.00 ",61800.00,150830,95775,51500,89030,0.07,r
1375," 16,000.00 ", 0.13 ,537.95,B," 85,000.00 "," 88,653.00 ",38500.00,122994,29823,21300,20844,0.12,w
1376," 16,000.00 ", 0.19 ,416.99,D," 80,000.00 "," 53,072.00 ",9900.00,57581,53072,8300,47681,0.06,e
1377," 21,000.00 ", 0.18 ,536.13,D," 120,000.00 "," 235,569.00 ",45200.00,271435,78336,41500,66937,0.18,r
